split;reason;text;value
754992;Time;;Kl. 23:26
755003;Time;"Formanden:
Fru Sophie Løhde for en kort bemærkning.";Kl. 23:29
755066;Time;;Kl. 23:29
755102;title_name;":
Ordføreren.";Søren Espersen
755125;Time;;Kl. 23:26
755153;name_party;":
Man kan sagtens få eksempler på, hvad Liberal Alliance mener er
tidsler. Og i øvrigt tak for, at man lægger mærke til de ting, som vi
siger.
For det første synes vi jo, at det er en klar tidsel, at folk skal betale en særlig skat, alt efter hvilken alder de har; for det andet er vi
meget bekymrede over den ændring, man vil lave i folkepensionen,
hvor vi synes, at man straffer dem, der sparer op til egen pension,";Simon Emil Ammitzbøll
755588;name_party;":
Til det der med, at hvis man kunne trække noget i en Liberal Alliance-retning, var man med, vil jeg sige, at så er der måske et par forhandlinger eller andet, hvor man er udeblevet eller ikke rigtig sådan
har hørt indholdet.
Det, jeg godt kunne tænke mig at høre om, var noget i forbindelse med regeringens 2020-plan. Den har Liberal Alliance jo også
gransket og kastet sin dom over og kigget på. Der kunne det bare
være interessant at vide, hvad man ud fra de skøn, regeringen kommer med, vurderer at der er af råderum for at kunne kigge på nye,

Onsdag den 30. maj 2012 (F 41)";Sophie Løhde
756180;Time;friske reformmilliarder i forhold til skattelettelser. Hvad er vurderingen fra ordføreren der? Er det noget, man har kigget på?;Kl. 23:32
756319;Time;"117

Formanden:
Hr. Jonas Dahl for en kort bemærkning.";Kl. 23:29
756385;Time;"Formanden:
Ordføreren.";Kl. 23:32
756419;Time;;Kl. 23:29
756447;name_party;":
Der vil jeg sige til fru Sophie Løhde: Godt forsøgt. Men som jeg også sagde til en socialdemokrat tidligere i dag, ønsker jeg ikke at være
medie for diskussionen mellem Venstre og Socialdemokraterne, den
må partierne sådan set klare for sig selv.
Vi synes i Liberal Alliance, at der er brug for noget meget mere
ambitiøst end det, regeringen lægger op til. Det er derfor, vi foreslår,
at man skal halvere selskabsskatten, at man skal afskaffe topskatten,
for at tage to gode eksempler på, hvor man kunne starte. Og det nytter jo ikke noget, at man bliver ved med at have et ønske om, at det
offentlige forbrug bare skal stige og stige, både fra den ene og den
anden side af salen. Man burde have et ønske om, at det skulle falde
i stedet for.";Simon Emil Ammitzbøll
757201;Time;"Formanden:
Fru Sophie Løhde.";Kl. 23:30
757241;Time;;Kl. 23:30
757259;name_party;":
Det var jo mange vise og kloge ord at komme med. Det er også den
lette del af det at sige noget om alle ønskerne. Men man må jo også
forholde sig til, at man, inden for den 2020-plan, der så er lagt frem,
skal komme med sin vurdering og svare på: O.k., hvad er der så af
råderum inden for den?
Det er let nok at sige, at den er for uambitiøs. Det er vi sådan set
enige i, altså, det er jo der, vi deler mange ting med Liberal Alliance.
Regeringen er grundlæggende uambitiøs på mange punkter.
Men når vi så kommer ud over det, hvad er der så af plads til mere? Hvor er det så, vi i fællesskab kan trække i samme retning og sige til regeringen: I har leveret et uambitiøst forslag til en skattereform på trods af den historiske chance, der er for at levere noget mere. Hvor er det så, vi kan hive den hen fremadrettet? Hvad er det for
et råderum, Liberal Alliance forholder sig til?
Man kan jo ikke bare blive ved med at sige: Jamen vi vil have det
og det og det, og det er de tre ting, der står på den øverste hylde eller
står øverst på ønskelisten for vores vedkommende. Man må også have nogle konkrete bud på, hvad det er for et råderum, man ser det
finansieret inden for i forhold til det råderum, der er til rådighed i regeringens 2020-plan.";Sophie Løhde
758515;Time;"Formanden:
Så er det ordføreren.";Kl. 23:31
758566;name_party;":
Jeg vil egentlig indledningsvis korrigere lidt, hvad hr. Jens Joel sagde tidligere. Han snakkede om Liberal Alliances dream on-model,
men jeg vil egentlig kalde det en keep on dreaming-model, for det er
jo det, den rent faktisk er. Når man ser på Liberal Alliances politik,
kan man se, at hver gang der kommer nye forslag, bliver der sagt
keep on dreaming. Altså, det er lidt en drømmeverden, Liberal Alliance befinder sig i.
Alene i sidste uge fremsatte man her i Folketingssalen forslag,
der ville koste ca. 25 mia. kr. Det var de tal, som kom frem under
debatten, både fra skatteministeren og sådan set også til sidst fra Liberal Alliance selv. Når Liberal Alliance alene i sidste uge kunne
klare at fremsætte forslag for 25 mia. kr, så er det bare, man har lidt
svært ved at forstå det, vi hører blive sagt i debatten i dag.
Jeg vil dog godt give Liberal Alliance en lille smule kredit for, at
man i det mindste kommer med forslag her i salen. Indtil videre har
vi i de seneste 8 måneder her i salen behandlet et enkelt forslag fra
det såkaldt store oppositionsparti Venstre, og der vil jeg da give Liberal Alliance kredit for, at de i det mindste kommer med deres egne
forslag.
Men jeg undrer mig ærlig talt over, hvordan man egentlig vi finansiere det her, for hvis man på en uge kan bruge 25 mia. kr, så synes jeg også, man skylder skatteyderne en forklaring på, hvor pengene skal komme fra.";Jonas Dahl
759976;Time;"Formanden:
Ordføreren.";Kl. 23:33
760010;Time;;Kl. 23:33
760038;name_party;":
Liberal Alliance har tydeligt og klart fortalt, hvordan vi vil finansiere vores forslag: Det kan f.eks. ske via en højere tilbagetrækningsalder; et andet eksempel kan være, at vi skal have mere udlicitering,
og et tredje eksempel kan være, at der skal være 40.000 færre offentligt ansatte.
Hvis der er noget, som hr. Jonas Dahl burde rose Liberal Alliance
for, så er det faktisk, at vi både har forslag til den ene og den anden
side, om både udgifter og indtægter. Det er faktisk i orden.
Så vil jeg faktisk godt give hr. Jonas Dahl ret: Liberal Alliance
drømmer. Vi drømmer om et helt andet Danmark – et Danmark,
hvor den enkelte borger har meget mere at sige om sin egen tilværelse, hvor den enkelte ved at gå på arbejde og tjene sine penge kan
tage sig af sig og sine. Vi drømmer om et samfund, der ikke er tynget af bureaukrati og regler. Vi drømmer om et samfund, der er friere og rigere. Så ja, vi drømmer i Liberal Alliance.";Simon Emil Ammitzbøll
760982;Time;;Kl. 23:31
761010;name_party;":
Jeg kan love spørgeren for, at man kan blive ved med at fortælle,
hvad det er, dansk økonomi har brug for, selv om de store partier lader, som om det er en vigtig diskussion, de har gang i. Det kan jeg
love ordføreren.
Jeg vil gerne kvittere for, at Venstre endelig efter mere end et årti
er vågnet op og taler om skattelettelser. Tak for det. Så skal vi nok
presse på for, at ambitionsniveauet bliver endnu højere, det er vores
opgave i Liberal Alliance.";Simon Emil Ammitzbøll
761478;Time;"Formanden:
Hr. Jonas Dahl.";Kl. 23:34
761516;Time;;Kl. 23:34
761533;name_party;":
Man må sige, at så bliver vi også i keep on dreaming-kategorien. Vi
er jo efterhånden ude på en ø, hvor hr. Simon Emil Ammitzbøll og
kompagni må befinde sig, og jeg vil da sådan set gerne kvittere for,
at hr. Simon Emil Ammitzbøll indrømmer, at det er en drømmeverden, man befinder sig i. Så er vi da kommet så langt.

118

Onsdag den 30. maj 2012 (F 41)

Men i sidste uge kunne man klare at bruge 25 mia. kr., og i dag er
svaret så, at vi bare skal arbejde noget længere. Jeg kunne godt tænke mig at høre, hvor lang tid ekstra vi skal blive på arbejdsmarkedet.
Jeg tror, vi er nogenlunde jævnaldrende, så det kunne egentlig være
rart at vide, hvad vi skal regne med. Det kunne da også være meget
godt at vide for en dansker i starten af 30'erne, om vi skal arbejde, til
vi er 75 eller 80 år. Hvor længe påtænker man at det skal være?
Hvad angår de her 40.000 i den offentlige sektor, der nu skal finde et andet arbejde, kunne hr. Simon Emil Ammitzbøll så ikke anvise, om det er folkeskolelærere eller social- og sundhedsassistenter,
der er tale om? Man må jo have haft tanke på nogle grupper inden
for den offentlige sektor. Når man skal af med 40.000, må man da
trods alt have et svar på, hvem det er, der i givet fald ikke skal løfte
nogle opgaver. Er det på plejehjemmene, er det på vores folkeskoler? Hvor skal de her 40.000 mennesker forsvinde fra?";Jonas Dahl
762900;Time;"Formanden:
Ordføreren.";Kl. 23:36
762934;Time;;Kl. 23:36
762962;name_party;":
Det fornøjelige ved de her debatter er ikke alene, at der ikke kommer
noget nyt frem i løbet af 14½ time, det er også, at det er de samme
spørgsmål, man får til åbningsdebatten, som man får til afslutningsdebatten, ligemeget hvad man i øvrigt måtte svare. Det er jo et eller
andet sted ret morsomt.
Der er jo ingen tvivl om – det har jeg i øvrigt også svaret til
spørgsmål til min første ordførertale i dag – at de 40.000 færre offentligt ansatte bl.a. skal findes ude i kommunerne; de skal bl.a. findes ved, at kommunerne selv finder ud af, hvordan man kan klare sig
bedre, også ude i institutionerne, med færre hænder, hvis vi alle sammen arbejder lidt længere. Vi ved, at modellen allerede bliver praktiseret i Horsens Kommune ved en socialdemokratisk borgmester; vi
ved, at modellen allerede bliver praktiseret i Ringsted Kommune ved
en Venstreborgmester. Og kan det lade sig gøre både i borgerlige og
socialdemokratiske kommuner i dag, kan man nok også godt skalere
det op og gøre det i hele den offentlige sektor.
Det handler om at lade være med at slukke for drømmene om et
bedre Danmark, men i stedet for tænde for drømmene om, hvad det
er for et samfund, man gerne vil have.";Simon Emil Ammitzbøll
764157;Time;"Formanden:
Tak til Liberal Alliances ordfører. Så er det fru Benedikte Kiær som
konservativ ordfører i anden runde.";Kl. 23:37
764284;Time;"(Ordfører)
Benedikte Kiær (KF):
Som ventet har dagens afslutningsdebat stået i skattens tegn, hvilket
er ganske naturligt, efter at regeringen i går præsenterede sit udspil
til en skattereform. Det er en reform, som er blevet slået meget stort
op, men jeg må lige i al stilfærdighed nævne, at baggrundstæppet er,
at regeringen i sin 8-måneders-levetid har hævet skatter og afgifter
med godt 6 mia. kr., og det har for vores kendte LO-familie betydet
3.400 kr. mindre til rådighed om året. Det kan godt være, at regeringen synes, det er rimeligt; skatteministeren har i hvert fald givet udtryk for, at vi har et rimeligt skattetryk. Det er jeg og Det Konservative Folkeparti fuldstændig uenige i. At være europamester i skattetryk er ikke en medalje, jeg er stolt af, for det betyder mindre råderum til familierne, ligesom det lægger en tung dyne over væksten.
For nogle timer siden undrede statsministeren sig i sin tale over,
at Det Konservative Folkeparti ikke bare finder det store smil frem
og siger »yes« til regeringens udspil til skattereform. Jeg vil da gerne

indrømme, at vi smilte lidt over udsigten til, at færre skal betale topskat, ligesom udspillet med et højere beskæftigelsesfradrag gør det
mere attraktivt at arbejde. Ja, det er sød musik i konservative ører.
Men vores smil stivnede, da vi blev præsenteret for finansieringen af
skattereformen, for der er meget, vi bestemt ikke er glade for.
Når det drejer sig om indtægtsgraduering af børnefamilieydelsen,
synes vi, det er absurd, at der er forskel på, om man er gift eller ej.
Vi kan tage to familier; i den ene familie er forældrene gift, og i den
anden er de samlevende. De to familier tjener nøjagtig det samme og
ligger over den grænse, som regeringen har sat, i forhold til hvornår
der skal skæres i børnechecken. Så er det da absurd, at der bliver
skåret i børnechecken hos den ene familie, mens den familie, der
blot er samlevende, ingenting mærker. I debatten har der været noget
usikkerhed om, hvad Det Konservative Folkeparti mener om børnechecken. Det kan jeg ikke forstå, for hvis der er noget, Det Konservative Folkeparti ikke bryder sig om, så er det, at marginalskatten
stiger. Og det er netop derfor, at vi har foreslået, at børnechecken
bør laves om til et skattefradrag i stedet for en kontantydelse, som
det er i dag.
Den nye standard, aldersdiskriminationen, har også været debatteret godt, og jeg må sige, at vi ikke har fået nogen særlig gode og
klare svar fra regeringspartierne eller for den sags skyld statsministeren. Vi skal løfte i flok, lød det fra den socialdemokratiske ordfører,
men det gælder bare ikke for borgere, der har nået pensionsalderen.
Dem sender regeringen på pension. Regeringen regner ikke med, at
de har noget at bidrage med på arbejdsmarkedet. Jamen har regeringen ikke opdaget, at vi ikke bare bliver ældre og ældre, men også
holder længere og længere? Vi er sundere, og ja, min egen far slap
først arbejdsmarkedet, da han blev 78 år. Og der er rigtig mange,
som, trods de har nået pensionsalderen, stadig er friske, og som faktisk gerne vil deltage fuldt ud på arbejdsmarkedet eller fortsat drive
deres egen virksomhed. Men hvorfor skal de ikke have glæde af den
højere topskattegrænse? Hvorfor skal de opleve, at de kommer til at
betale en højere skat? Det har vi ikke fået et klart svar på. Men det er
nok, fordi det er svært at forsvare diskrimination.
Derudover undrer det mig meget, at regeringspartierne i dagens
debat ikke er mere bekymrede over grænsehandelen. De er faktisk så
ubekymrede, at skatteudspillet lægger op til, at afgifterne kan stige,
og det endda på et tidspunkt, hvor det er kommet frem, at hver fjerde
øl, som drikkes i Danmark, er hentet syd for grænsen. Grænsehandelen har et langt større omfang, end man egentlig har regnet med. De
seneste afgiftsstigninger vil virkelig kunne mærkes på den øgede
grænsehandel, for det at handle syd for grænsen er ikke kun et fænomen, man kender i Sønderjylland; det er noget, der er ganske udbredt over hele landet. I regeringens udspil står der også, at forslaget
vil påvirke arbejdsudbuddet negativt, så det er en rigtig dårlig idé,
hvis man gerne vil have noget mere vækst. Det er blot nogle at de få
finansieringselementer, som vi kalder for tidsler, og som vi mener
der skal luges godt ud i.
Vi går til skatteforhandlingerne med åbent sind, men jeg lægger
ikke skjul på, at vores ambitioner er større end dem, som regeringen
har fremlagt i sit udspil. For os Konservative er det helt afgørende, at
det samlede skattetryk bliver sænket. Vi kvitterer da for, at regeringen har taget hul på skattelettelser, men vi mener ikke, de er ambitiøse nok. Vi er enige i, at skatten på arbejde skal sænkes, men der er
altså også brug for, at marginalskatten bliver lavere for alle. Og der
er brug for, at selskabsskatten bliver sat ned, for vi ved, at landene
omkring os, dem, vi konkurrerer med, er i fuld gang med at sænke
selskabsskatten. Og så mener vi, at der også er behov for, at der bliver taget fat på en række punktafgifter, f.eks. fedtafgiften, som vi erkender ikke var verdens bedste idé. Alt det vil være med til at bane
vejen for øget vækst, så der kan blive skabt nogle flere arbejdspladser, og det betyder mere tryghed for den enkelte familie.

Onsdag den 30. maj 2012 (F 41)";Kl. 23:37
769567;Time;"Formanden:
Der er foreløbig fem medlemmer, der har bedt om korte bemærkninger. Først fru Pernille Rosenkrantz-Theil.";Kl. 23:42
769695;Time;;Kl. 23:42
769727;name_party;":
Tak. Man har jo rigtig god tid til at dykke ned i hinandens politik,
når man sidder her i så mange timer, og det har jeg så også gjort med
De Konservative. For jeg kan jo forstå, at De Konservative på 1 år
har skiftet holdning fra at ville have 0,8 pct. vækst i den offentlige
sektor og øremærke 1,5 til 2 mia. kr. til sundhedsvæsenet. Nu går
man så ind for nulvækst i stedet for.
Så tænkte jeg: Nå, o.k., det betyder jo så, at de der 1,5 til 2 mia.
kr. til sundhedssektoren er røget, så lad mig da gå ind og se, hvad
Konservative så har gjort ved deres sundhedspolitik, for det må jo
betyde, at man så på en eller anden måde enten har fundet noget ny
finansiering eller i hvert fald har skåret ned på ambitionsniveauet i
forhold til, hvad vi skal gøre med sundhed.
Men nej, på den konservative side står der så: Etablering af sundhedshotlines, bedre hygiejne på hospitalerne, flere opsøgende mobile
psykoseteam, lighed i sundhed, kræftbehandling, genoptræning og
rehabilitering, fokus på idræt, mere undervisning i forebyggelse,
forebyggelse målrettet de svageste grupper, øget forskning, øget anvendelse af teknologi, pulje til aktiv byplanlægning og forebyggelsespris. Jeg ved ikke, om det er ordføreren bekendt, at den slags koster penge.";Pernille Rosenkrantz-Theil
770981;Time;"Formanden:
Ordføreren.";Kl. 23:44
771015;Time;"Benedikte Kiær (KF):
Jeg synes, det er ærgerligt, at spørgeren ikke var med tidligere på
dagen, hvor jeg fik et noget lignende spørgsmål om, hvad det er, der
har ændret sig, siden VK-regeringen kom med 2020-planen for omkring et års tid siden.
Jamen der er sket rigtig meget. Vi har bl.a. fået en ny regering, vi
har oplevet øgede skatter og afgifter, og vi står også i en situation,
hvor der virkelig er behov for, at der bliver taget fat. Noget af det,
som jeg også fremhævede, var, at vi er et land, som har et kæmpe
offentligt forbrug – faktisk har vi verdens højeste offentlige forbrug.
Det, vi blot i al stilfærdighed siger, er: Er det så slemt, hvis det
offentlige forbrug kommer ned på det samme niveau, som det var
under Nyrup? Det mener vi ikke. Vi mener faktisk, at der er brug for
at holde de offentlige udgifter i ro nogle år og så sørge for, at der
bliver mere plads til det private initiativ og dermed også til at give
flere skattelettelser og få sat gang i væksten. På den måde bliver vi
alle sammen rigere, og så vil der ad den vej være mere til velfærd,
fordi samfundskagen bliver større.";Kl. 23:44
772133;Time;"Formanden:
Fru Pernille Rosenkrantz-Theil.";Kl. 23:45
772187;Time;;Kl. 23:45
772219;name_party;":
Jo, det er jo meget fint, at alle de der ting så har forandret sig, men
så er det bare mærkværdigt, at De Konservative stadig væk har de
her ting liggende på sin hjemmeside. Altså, hvorfor er det så, at man
ikke går ind og fjerner de her ting? På mig virker det jo, som om De
Konservative har alle mulige fine forslag til en sundhedspolitik –
man har bare lige fjernet finansieringen til dem.

119

Så er det jo, at det undrer mig meget, når man oppe i toppen af
De Konservatives hjemmeside ser, at der står, at en af De Konservatives stærke værdier er sund økonomi. Altså, det er jo bare at slå et
hul i statskassen, det er jo seriøst bare at slå et hul i statskassen.
Jeg kan godt lave hele remsen igen. Hvis det eneste, der har forandret sig, er, at der er kommet ny regering, så må det, at man går
fra 0,8 pct. til nulvækst og man stadig væk har så meget liggende
herinde, jo betyde, at De Konservative ikke går ind for, at der skal
være en sund økonomi, for man har jo tydeligvis lagt op til en meget
ambitiøs stribe af forslag, men uden skyggen af finansiering til dem.
Det synes jeg måske alligevel er lige flot nok på et tidspunkt,
hvor vi har krise, og hvor den tidligere VK-regering jo efterlod et ret
stort hul i statskassen. Der er vel ikke nogen grund til at slå det hul
endnu større?";Pernille Rosenkrantz-Theil
773528;Time;"Formanden:
Ordføreren.";Kl. 23:46
773562;Time;"Benedikte Kiær (KF):
Jeg kan høre, at spørgeren egentlig ikke har fulgt ordentligt med, for
hver gang, vi kommer med et konkret forslag, kommer vi også med
finansieringen. Det vil vi også gøre fremadrettet, det kan jeg fuldstændig berolige spørgeren om. Det er der overhovedet ikke ændret
noget ved. Så når vi kommer med nogle forslag, når vi kommer med
nogle udspil, kommer vi også med finansieringen til dem.
Derudover har vi nogle holdninger, vi har nogle mål, og vi har
nogle principper – og ja, de står på vores hjemmeside, ligesom det
står på alle mulige andre partiers hjemmesider, at man har nogle
holdninger og principper og nogle veje, man gerne vil gå, uden at
man behøver direkte at skrive, hvad hver enkelt ting koster. Det har
jeg altså ikke set på nogle af de andre af Folketingets partiers hjemmeside.";Kl. 23:46
774391;Time;"Formanden:
Hr. Lennart Damsbo-Andersen for en kort bemærkning.";Kl. 23:47
774465;Time;;Kl. 23:47
774494;name_party;":
Tak. Nu sad jeg og lyttede til ordførerens tale både her i anden og
også første omgang, og det, jeg kan forstå på det hele, er, at De Konservative er meget optaget af børnechecken og af den måde, den indgår i det nye skatteforslag på. Jeg er helt sikker på, at der er mange
her i salen og også mange ude blandt den almindelige befolkning,
der interesserer sig for det her forslag.
Det, som jeg bare synes ville være interessant at få ordføreren til
at forklare mig, er, at for mindre end et halvt år siden – faktisk den
31. december – udtalte De Konservatives formand, som er til stede
her i aften, i BT, at han var parat til at fjerne børnechecken fra de
mest velhavende familier. Ordføreren har så i går udtalt til Ritzau og
har også i dag fra talerstolen sagt, at De Konservative – eller i hvert
fald ordføreren – åbenbart har en anden holdning og har talt imod regeringens forslag om at fjerne børnechecken fra de mest velhavende
familier.
Hvad mener De Konservative egentlig?";Lennart Damsbo-Andersen
775486;Time;"Formanden:
Ordføreren.

120

Onsdag den 30. maj 2012 (F 41)";Kl. 23:48
775559;Time;"Benedikte Kiær (KF):
Jeg kan tydeligt høre, at spørgeren ikke var til stede, da jeg svarede
på spørgsmålet tidligere i dag. For det første har vi altid sagt, at vi
altså ikke går ind for, at marginalskatten stiger. Så hvis man fjerner
noget, som betyder, at marginalskatten stiger, så skal man gå ind at
kompensere for det.
Så kan jeg fortælle spørgeren, at vi faktisk har været ude den 10.
januar i Berlingske Tidende og fortælle, hvad vi egentlig mener der
skal ske med børnechecken stedet for. Vi har foreslået, at det hele
bare laves om til et rentefradrag, og det har vi sådan set sagt lige siden den 10. januar, hvor vi præsenterede vores udspil til ændring af
børnechecken.";Kl. 23:48
776251;Time;"Formanden:
Hr. Lennart Damsbo-Andersen.";Kl. 23:48
776302;Time;;Kl. 23:48
776331;name_party;":
Nu hørte jeg faktisk ordførerens svar i første omgang; det var nøjagtig det samme, som ordføreren sagde nu, og det er sådan set godt
nok. Da sagde ordføreren så ikke noget om den anden del af forslaget om at ændre på rentefradraget, men det kunne vi jo så have haft
taget lidt tidligere.
Uanset hvad kunne jeg alligevel godt tænke mig at få ordføreren
til at definere for mig: Hvad er en velhavende familie?";Lennart Damsbo-Andersen
776750;Time;"Formanden:
Ordføreren.";Kl. 23:49
776784;Time;"Benedikte Kiær (KF):
Det er et skattefradrag, vi vil lave det om til. Vi vil lave det om til, at
det er et fradrag.
Men med hensyn til den velhavende familie er det, vi lægger
mærke til i det her skatteudspil, at marginalskatten stiger for nogle
grupper, og der er faktisk flere økonomer, der er ude at sige, at det er
en rigtig dårlig idé, at marginalskatten stiger, for det betyder, at det
for nogle mennesker faktisk kan betale sig, at de sidder og tæller på
knapper.
Det, som jeg også har fremhævet ved det her forslag, er, at det er
absurd, at der er forskel på, om man er samlevende eller om man er
gift. Det må spørgeren da også være enig i er fuldstændig absurd,
altså at man har to familier, hvor den ene består af samlevende og
den anden af gifte, som tjener nøjagtig det samme beløb og ryger
over den grænse, som regeringen nu har sat. Den ene familie oplever
at blive beskåret i børnechecken – det er dem, der har giftet sig –
mens den anden familie, de samlevende, ikke oplever det.
Prøv så også lige at tænke på den næste øvelse: Man har sammenbragte familier i dag, og så vil man jo opleve, at børn lige pludselig flytter adresse på kryds og tværs, alt efter hvad der bedst kan
betale sig, i forhold til hvem af de nye familier der består af samlevende eller af gifte. Det bliver jo noget værre rod.";Kl. 23:49
778110;Time;"Formanden:
Hr. Jonas Dahl for en kort bemærkning.";Kl. 23:50
778171;Time;;Kl. 23:50
778188;name_party;":
Jeg synes, det er lidt interessant at høre den konservative ordfører,
når man tænker et års tid tilbage, for da lancerede den daværende
VK-regering sin 2020-plan, som hed »To streger under facit«. Man

undrede sig lidt over, at der ikke var en tredje og en fjerde streg, for
facit lå i hvert fald fast. Det gjorde det så ikke helt. Hullet var større,
og udfordringen var endnu større, og det viser sig så med al tydelighed nu.
Men jeg har lidt svært ved i dag så egentlig at blive helt klar
over, hvad der sker, for der er jo lidt splittelse ovre på højrefløjen –
det kan man jo godt forstå. Fru Pia Kjærsgaard har konsekvent ikke
villet svare på noget som helst i dag, og hr. Lars Løkke Rasmussen
har slet ikke taget ordet. Det har fru Ellen Trane Nørby, men der kan
vi ikke helt finde ud af, hvor mange skattelettelser, man egentlig vil
have – om det 8 eller 13 milliarder, eller hvad man egentlig har
tænkt sig? Jeg vil egentlig gerne give kredit til Liberal Alliance, som
så siger, at vi bare skal have en flad skat, og at skatten bare skal meget, meget længere ned.
Så er det også, man hører, at der er sådan et partnerskab på vej –
det er også så populært i de her tider – mellem De Konservative og
Liberal Alliance. Jeg vil bare høre: Er De Konservative mest enig
med Dansk Folkeparti, Venstre eller Liberal Alliance?";Jonas Dahl
779524;Time;"Formanden:
Ordføreren.";Kl. 23:51
779558;Time;"Benedikte Kiær (KF):
Spørgeren ved jo udmærket godt, at underskuddet sidste år blev endnu mindre, end det var for et halvt år siden, netop på grund af pensionsafkastet, så spørgeren skal jo ikke begynde at sige, at det så meget, meget slemt ud. Faktisk er vi stadig væk meget fint krediteret,
fordi vi har en god og sund og stabil økonomi. Det er jo nok også
derfor, at vi har så lav rente, som vi har i Danmark.
Med hensyn til hvem vi er mest enige med, kan jeg sige, at vi
faktisk er mest enige med os selv. Vi har vores egen selvstændige
politik, vi har vores egne forslag, og vi kommer også med vores forslag til, hvad vi synes der skal luges ud, og hvad vi har af ønsker til
de her skatteforhandlinger, som er begyndt.";Kl. 23:51
780293;Time;"Formanden:
Hr. Jonas Dahl.";Kl. 23:52
780331;Time;;Kl. 23:52
780348;name_party;":
Det svar vil jeg egentlig gerne kvittere for, for det illustrerer meget
godt den splittelse, der er på højrefløjen. Der er ingen, der er enig
med nogen som helst, og man er heller ikke enig med hinanden.
Dansk Folkeparti vil én ting, Venstre vil sænke skatten nu – det har
man pludselig fundet ud af, men man har så glemt finde ud af, hvor
man skal hente pengene – og Liberal Alliance vil bare sænke skatten
og fyre nogle offentligt ansatte, og De Konservative mener så det, de
selv mener. Det er jo meget tydeligt, at det alternativ, der er på højrefløjen, er ikkeeksisterende. Det er jeg glad for, at vi nu får bekræftet, også af den konservative ordfører.
Så bare til det underskud, der nu var. Jeg medgiver gerne, at det
er blevet mindre, end det så ud til at blive, men det er stadig væk et
underskud, som ligger på den forkerte side af 70 mia. kr. Synes De
Konservative nu ikke, at det er et problem? Synes De Konservative,
at det er helt fint? Altså, betyder det bare, at vi sejler skuden videre
med underskud hele vejen? Hvornår rammer vi så isbjerget? Hvad er
De Konservatives forslag?";Jonas Dahl
781454;Time;"Formanden:
Ordføreren.

Onsdag den 30. maj 2012 (F 41)";Kl. 23:53
781522;Time;;Kl. 23:56
781533;Time;"Benedikte Kiær (KF):
Nu er det jo ligesom de partier, der sidder på regeringsmagten, der,
hvis vi rammer isbjerget, i høj grad har ansvaret for det. Med hensyn
til at det er fire partier med hver deres politik, er jeg meget overrasket over, at spørgeren først har opdaget det nu. Det er fire forskellige borgerlige partier, som har ting, vi er enige om, og ting, vi er fælles om, og nogle ting, hvor der er forskelle og hvor der er nuancer.
Det er da meget naturligt – vi er ikke et stort parti. Men vi skal nok
finde ud af det sammen – det kan jeg berolige spørgeren fuldstændig
om.
Med hensyn til underskuddet vil jeg blot sige, at det i 2011 var på
35 mia. kr., og at det i år er højere. Det er bl.a. på grund af efterlønsreformen – efterlønsudbetalinger – og tilbagetrækningsreformen plus
nogle af de ting, som regeringen har foretaget sig gennem de sidste 8
måneder.";Kl. 23:53
782416;Time;"Formanden:
Fru Lisbeth Bech Poulsen for en kort bemærkning.";Kl. 23:54
782487;Time;;Kl. 23:54
782514;name_party;":
Tak. For en måned siden udtalte ordføreren, at nu ville Konservative
igen – det sker jo med jævne mellemrum – foreslå at fjerne topskatten helt, altså nærme sig en flad skat, som Liberal Alliance har foreslået. Det er noget, som fru Lene Espersen ellers tilbage i 2010 kaldte den ultraliberalistiske vej at gå. Og på den måde ville vi også få en
lavere skat end bl.a. i USA.
Men jeg kunne godt tænke mig at høre ordføreren fortælle lidt
om, hvor de her besparelser skulle findes henne. For tidligere på
dagen spurgte min kollega om lidt det samme og fik at vide, at der
skulle effektiviseres i kommunerne, altså for åbenbart 16 mia. kr. Så
jeg er meget interesseret i at høre nogle konkrete områder, hvor man
i dag efter at have sammenlagt skoler og sparet på ældrepleje osv.
kan effektivisere i kommunerne for 16 mia. kr.";Lisbeth Bech Poulsen
783348;Time;"Formanden:
Ordføreren.";Kl. 23:55
783382;Time;"Benedikte Kiær (KF):
Det, at Det Konservative Folkeparti gerne vil have sat topskatteprocenten ned og egentlig gerne vil have fjernet topskatten, er sådan set
en gammel nyhed. Det var Det Konservative Folkeparti også ude at
sige i 2008. Så jeg er lidt overrasket over, at spørgeren er faldet over
det som noget helt nyskabende. Det er sådan set ikke noget nyskabende i Det Konservative Folkeparti, at vi gerne vil have marginalskatten sænket.
Måden, hvorpå vi kan sørge for at få skabt et større råderum i vores økonomi, er bl.a. at vi holder det offentlige forbrug i ro. Jeg synes ikke, det er så farligt, at vi holder det offentlige forbrug i ro nogle år og måske kommer hen på det niveau, der faktisk var i Nyruptiden. Jeg mener faktisk ikke, at det var så slemt dengang.
Når vi ser på det offentlige forbrug og hvor man kan hente pengene, jamen så kan man jo bare kigge i regeringens egen 2020-plan.
Der er der også et forslag til, at man faktisk kan gå ind med effektiviseringer og modernisering og finde 5 mia. kr. Og vi har en lang
række andre måder, hvorpå man også kan sørge for at finde det.
F.eks. kunne man jo bruge udbud mere effektivt.

121

Formanden:
Fru Lisbeth Bech Poulsen.";Kl. 23:55
784586;Time;;Kl. 23:56
