split;reason;text;value
53942;title_name;":
Der er ikke stillet ændringsforslag.
Jeg giver formanden for Udvalget for Forretningsordenen ordet.
Værsgo til fru Pia Kjærsgaard.";Leif Mikkelsen
54084;Time;(Ordfører);Kl. 09:42
54116;name_party;":
Tak for det. Beslutningsforslaget her var til første behandling onsdag
den 29. maj 2018, og det er jo et beslutningsforslag, som udspringer

Forhandling";Pia Kjærsgaard
54306;title_name;":
Så skifter vi lige en gang til.
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.

14

Mandag den 4. juni 2018 (B 118)";Leif Mikkelsen
54514;Time;Afstemning;Kl. 09:45
54553;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.

I Enhedslisten er vi ikke ligeglade med, om Tyrkiets præsident
værner om friheden, bl.a. fordi vi ikke ønsker hundredtusindvis af
flygtninge til Danmark, for det bliver resultatet, når borgerkrigen i
Tyrkiet for alvor bryder ud. Vi mener, det er meget vigtigt, at Tyrkiets præsident værner om friheden, og lige præcis derfor stemmer vi
for et forslag, der handler om at opsige en aftale, som han så tydeligt
har overtrådt.";Pia Kjærsgaard
55057;Time;"For stemte 49 (S, EL, ALT, RV og SF), imod stemte 50 (DF, V, LA
og KF), hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er forkastet.";Kl. 09:49
55240;title_name;":
Tak. Der er ikke flere, der har ønsket at udtale sig, og så går vi til
afstemning.";Pia Kjærsgaard
55334;Time;"Afstemning
Det næste punkt på dagsordenen er:
25) 2. (sidste) behandling af beslutningsforslag nr. B 118:
Forslag til folketingsbeslutning om en udfasning af Ankaraaftalen af 1963 om en associeringsaftale mellem EU og Tyrkiet.
Af Kenneth Kristensen Berth (DF) m.fl.
(Fremsættelse 23.03.2018. 1. behandling 24.04.2018. Betænkning
01.06.2018).";Kl. 09:49
55705;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.
For stemte 31 (DF og EL), imod stemte 68 (S, V, LA, ALT, RV, SF
og KF), hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er forkastet.";Pia Kjærsgaard
55940;Time;Forhandling;Kl. 09:46
55980;title_name;":
[Forhandlingen er åbnet]. Hr. Søren Søndergaard, værsgo.";Pia Kjærsgaard
56048;Time;(Ordfører);Kl. 09:46
56083;name_party;":
Det her er jo et forslag fra Dansk Folkeparti om at udfase Ankaraaftalen, der lægger op til en associeringsaftale mellem EU og Tyrkiet,
og det er et forslag, som vi støtter. Som vi også gjorde opmærksom
på under førstebehandlingen, støtter vi det ikke på grund af – hvad
skal vi sige – de bemærkninger, der er til forslaget. Bemærkningerne
til forslaget handler mest om Dansk Folkepartis bekymring for, at
der kan komme udenlandske arbejdere til Danmark og arbejde. Det
er ikke vores bekymring. Vi går meget ind for, at danske arbejdere
kan tage til udlandet og arbejde, og derfor går vi selvfølgelig også
ind for, at udenlandske arbejdere kan komme til Danmark og arbejde. Det, der er det afgørende for os, er, at det sker på nøjagtig samme
vilkår som danske arbejdere, så der altså ikke foregår social dumping. Det er dér, vi mener indsatsen skal sættes ind, og det er forskellen på os og Dansk Folkeparti.
Men vi synes, det er et godt forslag at stoppe den her aftale. Og
hvorfor er det det? Jo, der står rent faktisk i aftalen, at den forpligter
den til enhver tid siddende tyrkiske præsident til at værne om freden
og friheden – til at værne om freden og friheden. Så er det, jeg godt
kunne tænke mig, om de partier, som har travlt med i tide og utide at
snakke indvandring i Danmark osv. og islamisme og problemer med
islamisme, mener, at Tyrkiets præsident værner om freden og friheden. Tyrkiets præsident er en islamistisk præsident. Han arbejder for
mere islamisme i Tyrkiet. Han undertrykker alle demokratiske rettigheder og menneskerettigheder, og han står over for efter det kommende valg, hvor der er undtagelsestilstand, og hvor oppositionens
kandidater sidder i fængsel, at blive enevældig præsident. Værner
han om friheden? Nej, naturligvis gør han ikke det. Men hvis man
mener, at den her aftale skal opretholdes, må det enten betyde, at
man mener, at han værner om friheden, eller også betyder det, at
man er ligeglad med, om han gør det.

Det næste punkt på dagsordenen er:
26) 2. (sidste) behandling af beslutningsforslag nr. B 110:
Forslag til folketingsbeslutning om muligheden for plejeorlov til
pårørende til terminale patienter, der ønsker at dø uden for
hjemmet.
Af Kirsten Normann Andersen (SF) m.fl.
(Fremsættelse 23.03.2018. 1. behandling 16.05.2018. Betænkning
29.05.2018).";Søren Søndergaard
58398;Time;Forhandling;Kl. 09:50
58438;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
58575;Time;Afstemning;Kl. 09:50
58614;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.
For stemte 4 (SF), imod stemte 95 (S, DF, V, EL, LA, ALT, RV og
KF), hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er forkastet.

Mandag den 4. juni 2018 (FM )

Det næste punkt på dagsordenen er:
27) 2. (sidste) behandling af beslutningsforslag nr. B 122:
Forslag til folketingsbeslutning om bedre vejledning og oplysning til pårørende til syge og ældre svækkede medborgere.
Af Kirsten Normann Andersen (SF) og Jacob Mark (SF).
(Fremsættelse 23.03.2018. 1. behandling 16.05.2018. Betænkning
29.05.2018).";Pia Kjærsgaard
59221;Time;;Kl. 09:51
59249;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
59386;Time;Afstemning;Kl. 09:51
59425;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.
For stemte 8 (ALT og SF), imod stemte 91 (S, DF, V, EL, LA, RV
og KF), hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er forkastet.

Det sidste punkt på dagsordenen er:
28) Valg af 6 statsrevisorer og 6 stedfortrædere af";Pia Kjærsgaard
59747;Time;;Kl. 09:52
59775;title_name;":
Til dette valg er anmeldt følgende valggrupper:
en gruppe på 91 medlemmer: Dansk Folkeparti, Venstre, Liberal
Alliance, Det Konservative Folkeparti og Nunatta Qitorna;
en gruppe på 88 medlemmer: Socialdemokratiet, Enhedslisten,
Alternativet, Radikale Venstre, Socialistisk Folkeparti, Inuit Ataqatigiit (IA), Tjóðveldi (T) og Javnaðarflokkurin (JF).
Grupperne har udpeget følgende medlemmer:

Til stedfortrædere:
1 Dan Jørgensen (S)
2 Peter Skaarup (DF)
3 Karen Ellemann (V)
4 Pelle Dragsted (EL)
5 Leif Mikkelsen (LA)
6 Svend Thorhauge (udpeget af RV)

De pågældende er herefter valgt [for perioden 1. oktober 2018 til 30.
september 2022].";Pia Kjærsgaard
60428;Time;Meddelelser fra formanden;Kl. 09:53
60482;title_name;":
Så er der ikke mere at foretage i dette møde.

Forhandling

Til medlemmer:
1 Henrik Sass Larsen (S)
2 Henrik Thorup (udpeget af DF)
3 Britt Bager (V)
4 Frank Aaen (udpeget af EL)
5 Villum Christensen (LA)
6 Klaus Frandsen (udpeget af RV)

15

Det næste planlagte møde afholdes torsdag den 6. september 2018,
kl. 10.00. Det bliver i Landstingssalen.
Skulle det blive nødvendigt at indkalde Folketinget til yderligere
møder, vil meddelelse om tidspunkt og dagsorden blive sendt til
medlemmerne.
Det forhold, at der foreløbig ikke er flere møder i salen, er som bekendt ikke ensbetydende med, at arbejdet ligger stille. Der vil som
sædvanlig jævnligt være møder i Folketingets stående udvalg, ligesom der vil være andre arrangementer, som medlemmerne er engageret i. Vi går på mødefri periode og ikke sommerferie.
Jeg ønsker alle medlemmer en god og aktiv sommer, og samtidig
vil jeg gerne takke alle vores ansatte på Christiansborg for deres indsats i det forløbne folketingsår.
Rigtig god sommer til alle!
Mødet er hævet. (Kl. 09:54).";Pia Kjærsgaard
