split;reason;text;value
306139;Time;;Kl. 17:54
306175;title_name;":
Tak. Så er der først en kort bemærkning fra hr. Bjarne Laustsen.";Lone Loklindt
306251;Time;;Kl. 17:54
306272;name_party;":
Tak. Ordføreren siger, at vi skal finde en langsigtet løsning på et
langsigtet problem. Nu vil jeg bare lige gøre opmærksom på, at De
Konservative havde 10 år, hvor de endte med at køre landet i sænk.
Arbejdspladserne forsvandt ud af landet, man sad på hænderne, man
foretog sig ingenting. Låntagningen steg, og der var ingen jobskabel‐
se overhovedet. Det gjorde jo, at grupper af folk røg ud af arbejds‐
markedet, og så står man bare og peger fingre ad venstrefløjen.
Jeg ved ikke, om jeg tilhører venstrefløjen, men jeg synes, det er
godt for et land at skabe arbejdspladser og ikke sidde på hænderne,

Tirsdag den 19. maj 2015 (L 205)

når jobbene fiser ud af landet. Og det var det, der skete, mens De
Konservative var med på vagten.
Derfor er det jo ret interessant, at det, der er De Konservatives
svar, er, at de ledige skal læse tilbudsaviser, for det er en fordel at
være ledig, for så kan man få de gode tilbud i modsætning til dem,
der er på arbejde og kommer sent hen i butikken, hvor varerne må‐
ske er væk.
Er det virkelig De Konservatives svar på at hjælpe nogle menne‐
sker, der har været ramt af sygdom og ulykke, tilbage på arbejdsmar‐
kedet?";Bjarne Laustsen
307446;Time;;Kl. 17:55
307482;title_name;":
Ordføreren.";Lone Loklindt
307505;Time;;Kl. 17:55
307530;name_party;":
Jeg er utrolig glad for muligheden for at svare. Jeg håber, at hr. Bjar‐
ne Laustsen vil gå ind på Folketingets hjemmeside og læse, hvad jeg
rent faktisk sagde, for det var slet ikke det.
Det, jeg sagde, var, at vores svar er, at alle mennesker bør have
en gevinst på mindst 3.000 kr. ud af at stå op hver morgen og passe
deres arbejde. Det er det, der er vores svar. Og det er derfor, vi vil
hæve beskæftigelsesfradraget; det er derfor, vi vil sænke skatten; det
er derfor, vi vil sørge for, at der er et samlet kontanthjælpsloft. Det
skal kunne betale sig at arbejde, vil jeg sige til hr. Bjarne Laustsen.
Det, der er min stilfærdige pointe, er, at hvis ikke det kan betale
sig at arbejde, hvis det har for mange omkostninger, så er der for
nogle mennesker lidt for meget hellighed over at stå op hver morgen
og passe sit arbejde.
Der er heldigvis mange, der gør det alligevel, og det er yderst
prisværdigt. Men min pointe er, at for en masse mennesker får det
bare for høj en pris, og det kan vi ikke være bekendt.";Charlotte Dyremose
308559;Time;;Kl. 17:56
308595;title_name;":
Hr. Bjarne Laustsen for anden korte bemærkning.";Lone Loklindt
308654;Time;;Kl. 17:56
308675;name_party;":
Det, fru Charlotte Dyremose sagde, var, at det er venstrefløjens
skyld, at folk er blevet arbejdsløse. Men så sagde fru Charlotte Dyre‐
mose også, at der var fordele ved at være arbejdsløs, og det var, at
man kunne få nogle tilbud, som andre ikke kunne få, fordi de skulle
passe deres arbejde. Det var det, fru Charlotte Dyremose sagde. Og
derfor må svaret på det jo være, at man så skal læse de her tilbuds‐
aviser. Hvad er det for nogle penge, som dem, der har et arbejde,
skal tage op af lommen?
Jeg vil også gerne spørge fru Charlotte Dyremose: Er der nogen
ydelser, man kan gå til kommunen, i a-kassen eller andre steder hen
og sige, man gerne vil have i stedet for det arbejde, man har? Kan
ordføreren nævne bare en eneste ydelse, man kan abonnere på uden
at have født eller være blevet fyret eller være syg eller andre sociale
omstændigheder – bare en?

51

flere mennesker kommer i arbejde. Kan hr. Bjarne Laustsen ikke for‐
klare mig: Hvis ikke de 1.500 kr. i skattefri bonus gør en forskel,
hvordan kan beskæftigelsesministeren så stå inde for, at det giver
12.000 flere mennesker i arbejde?";Bjarne Laustsen
309788;Time;;Kl. 17:57
309824;title_name;":
Så er der en kort bemærkning fra hr. Eigil Andersen.";Lone Loklindt
309888;Time;;Kl. 17:57
309909;name_party;":
Jeg kunne forstå på fru Charlotte Dyremoses indlæg, at hun mener,
at det er venstrefløjens skyld, at der er arbejdsløshed i Danmark. Jeg
tror, at vi er enige om, at i de 10 år, hvor først hr. Anders Fogh Ras‐
mussen og derefter hr. Lars Løkke Rasmussen var statsminister og
De Konservative sad i regering, var venstrefløjens indflydelse meget
lille. Der var der borgerlig indflydelse.
Hvad var slutresultatet efter 10 års borgerligt styre i sommeren
2011? Det var, at vi havde en arbejdsløshed svarende til 163.000
fuldtidsstillinger. Hvordan kan man forklare det med, at det skulle
være venstrefløjens skylden, når det var de borgerlige, der sad ved
magten i 10 år?";Eigil Andersen
310587;Time;;Kl. 17:58
310623;title_name;":
Ordføreren.";Lone Loklindt
310646;Time;;Kl. 17:58
310671;name_party;":
Nu lykkedes det os jo heldigvis i hver eneste valgperiode, mens vi
sad i regering, at få sænket skatten på arbejde, og dermed fik vi gjort
det mere attraktivt at arbejde.
Men ja, det er fuldstændig rigtigt, vil jeg sige til hr. Eigil Ander‐
sen, at der desværre ikke er konservativt flertal her i landet, og der‐
for har vi ikke fået lavet alle de reformer eller sikret alle de lempel‐
ser af både skatten og for vores virksomheder, som vi utrolig gerne
ville.
Og det er da brandhamrende ærgerligt, at der også er blevet ført
venstreorienteret politik i andre partier end dem, der plejer at kalde
sig venstreorienterede.";Charlotte Dyremose
311303;Time;;Kl. 17:59
311339;title_name;":
Hr. Eigil Andersen.";Lone Loklindt
311370;Time;;Kl. 17:59
311391;name_party;":
Vi kan så konstatere, at i dag, efter den nye regering er kommet til
og SF har været i regering og nu er støtteparti, er arbejdsløsheden i
Danmark omkring 130.000 personer. Det er 33.000 mindre, end da
hr. Lars Løkke Rasmussens regeringsperiode sluttede.
Men kan vi så ikke slå fast, at når 10 års borgerligt styre resulte‐
rede i 163.000 arbejdsløse, da den borgerlige periode sluttede, så er
det ikke venstrefløjens skyld, at der var arbejdsløshed?";Eigil Andersen
311853;Time;;Kl. 17:59
311864;Time;;Kl. 17:57
311900;title_name;":
Ordføreren.";Lone Loklindt
311949;title_name;":
Ordføreren.";Lone Loklindt
311972;Time;;Kl. 17:57
311997;name_party;":
Det er jo helt og aldeles påfaldende, at hr. Bjarne Laustsen kan stille
det spørgsmål igen og igen, når nu der står i det lovforslag, som hr.
Bjarne Laustsens partifælle beskæftigelsesministeren har fremsat, at
den her tilskyndelse på 1.500 skattefri kroner vil sikre, at 12.000";Charlotte Dyremose
312288;Time;;Kl. 17:59
312313;name_party;":
Vi kan konstatere, at der desværre ikke i det her Folketing er det
nødvendige mod til at skabe flertal for at sikre de reformer, der skal
til, hvis vi reelt skal gøre det attraktivt både at arbejde og drive virk‐
somhed her i landet. Hele fejltagelsen er jo netop, at man bare ser på,
at så går arbejdsløshedstallet lidt op, og så går det lidt ned.

52

Tirsdag den 19. maj 2015 (L 205)

Nej, vi har brug for helt grundlæggende at gøre op med mange af
de benspænd, der er for at skabe virksomheder og for at tage et ar‐
bejde her i landet. Det vil vi utrolig gerne være med til at se på sam‐
men med alle dem, der vil samarbejde om det.";Charlotte Dyremose
312962;Time;;Kl. 18:00
312998;title_name;":
Der er en kort bemærkning fra hr. Finn Sørensen.";Lone Loklindt
313058;Time;;Kl. 18:00
313078;name_party;":
Tak. Så vil jeg bare gerne høre ordføreren om, hvor meget dagpen‐
gene skal sættes ned, hvor meget kontanthjælpen skal sættes ned,
hvor meget sygedagpengene skal sættes ned, for at det efter ordføre‐
rens opfattelse kan betale sig at arbejde.";Finn Sørensen
313332;Time;;Kl. 18:00
313368;title_name;":
Ordføreren.

gruppe, som også regeringen har erkendt det betyder noget for, er
kontanthjælpsmodtagerne.
Så vil jeg lige minde om, at dagpenge er en midlertidig løsning.
Vi så meget gerne en trappemodel, så man fik flere penge i starten
og færre penge i slutningen. For så kunne man tilpasse sin økonomi,
så man samlet set fik præcis det samme, men bare startede på et hø‐
jere beløb og sluttede på et lavere.
Det vil give mulighed for, at man ikke skal gå fra hus og hjem,
selv om man kortvarigt er arbejdsløs, og det giver mulighed forj, at
man kan tilpasse sin økonomi. Vi har masser af forslag til, hvordan
man kan gøre det, men det bliver nødt til at kunne betale sig at arbej‐
de.";Lone Loklindt
314065;Time;;Kl. 18:03
314101;title_name;":
Tak til den konservative ordfører. Så er det beskæftigelsesministe‐
ren.";Lone Loklindt
314185;Time;;Kl. 18:03
314196;Time;;Kl. 18:00
314221;name_party;":
Vi har intet ønske om at sætte nogen af ydelserne ned. Vi har et øn‐
ske om at lave et kontanthjælpsloft, og det, vi har et ønske om, for at
svare helt konkret er, at det for alle mennesker skal kunne give
mindst 3.000 kr. at gå fra offentlig forsørgelse til beskæftigelse. Det
er det, der er vores mål med de reformer, vi gerne vil være med til at
arbejde for.";Charlotte Dyremose
314594;Time;;Kl. 18:01
314630;title_name;":
Hr. Finn Sørensen.";Lone Loklindt
314660;Time;;Kl. 18:01
314680;name_party;":
Tak. Det må så betyde, at ordføreren mener, at dagpengene skal sæt‐
tes ned med ca. 3.000 kr. For der er mange jobs på det danske ar‐
bejdsmarked, hvor man ikke kan tjene mere end 18.000 kr. om må‐
neden. Så er der nogle ekstra gevinster i form af pension, feriepenge
og nogle andre ting, der gør, at det er nogle andre beløb, vi taler om,
når det kommer til stykket. Men hvis det er månedslønnen, man
sammenligner, så skal dagpengene jo sættes ned med 3.000 kr.
Så jeg vil gerne spørge, om ordføreren kan bekræfte, at kontant‐
hjælpsloftet er en anden måde at sætte ydelserne ned på? For det be‐
tyder, at hvis man er kontanthjælp, er der visse ydelser, man ikke
kan få i samme omfang, som man kan i dag.
For at komme tilbage på sporet vil jeg spørge: For at det efter
ordførerens opfattelse kan blive attraktivt at arbejde, hvor meget skal
de helt centrale offentlige ydelser som dagpenge og kontanthjælp så
sættes ned? Eller har ordføreren den holdning, at det der med, at det
kan vi ikke være bekendt, er noget, ordføreren siger til alle de ar‐
bejdsgivere, der synes, det er helt i orden at give sådan nogle lave
lønninger?";Finn Sørensen
315820;Time;;Kl. 18:02
315856;title_name;":
Ordføreren.";Lone Loklindt
315879;Time;;Kl. 18:02
315929;title_name;":
Tak for debatten om både det konkrete forslag og om de mange gode
og spændende ting, der er blevet sagt rundtomkring. Hr. Hans An‐
dersen startede med at støtte forslaget, og omend det var et lille
skridt, vil jeg dog sige tak for støtten. Hr. Bjarne Laustsen gjorde no‐
get ud af, at det her også er en løsning, som er ubureaukratisk, hvil‐
ket jeg er fuldstændig enig i. Det skal jeg vende tilbage til. Hr. Bent
Bøgsted støttede, og det gjorde hr. Nadeem Farooq også med afsæt i,
at der skal være flere, der er selvforsørgende. Også tak for støtten fra
både hr. Eigil Andersen og hr. Finn Sørensen.
Så slap heldet op, skal jeg understrege, for så kom hr. Joachim B.
Olsen, som mente, at det var valgflæsk, hvad jeg straks skal afvise at
det har noget med at gøre. Og jeg tror ikke, at jeg fejlfortolker fru
Charlotte Dyremose, når jeg siger, at der nok ikke er den store støtte
at hente til forslaget der.
Det forhindrer ikke, at vi nu står med et forslag, som et bredt fler‐
tal i Folketinget har vist støtte til med forskellig argumentation. Jeg
synes, det er godt, for det, vi gør her, er, at vi giver nogle et ekstra
incitament til at blive en del af arbejdsmarkedet med det spirende
opsving, som vi forhåbentlig vil se i den kommende tid. Det er godt,
for det at være en del af fællesskabet på arbejdsmarkedet er fuld‐
stændig afgørende.
Vi målretter den her jobpræmie til en gruppe borgere, som befin‐
der sig på det, man kunne kalde kanten af arbejdsmarkedet, og der‐
for er det endnu mere vigtigt, at vi gør, hvad vi kan, for at de får fod‐
fæste på arbejdsmarkedet. For ellers er risikoen for at ryge ud i lang‐
tidsarbejdsløshed alt for stor.
Det andet, som også hr. Bjarne Laustsen var inde på, er, at det
her er en ubureaukratisk ordning, hvor vi giver de her borgere direk‐
te besked. Det synes jeg er en god måde at gøre det på.
Jeg takker for, at Folketinget har behandlet det her lovforslag.
Det er kommet lidt sent i samlingen, men jeg synes, det er et vigtigt
lovforslag, som i det næste halve år giver nogle ekstra muligheder til
en gruppe borgere, som har brug for det.
Jeg glæder mig til det videre udvalgsarbejde og skal selvfølgelig
sige til Beskæftigelsesudvalget, at jeg skal bestræbe mig på, at svare‐
ne på de spørgsmål, der måtte være behov for at stille, kommer så
hurtigt og smertefrit som overhovedet muligt.";Henrik Dam Kristensen
318282;Time;;Kl. 18:05
318307;name_party;":
Jeg gentager: Vi ønsker ikke at sætte ydelserne ned. For os handler
det om, at det samlet set skal kunne betale sig at arbejde. Det er der‐
for, at et kontanthjælpsloft er meget mere relevant end at sætte de
enkelte ydelser ned. Når man er på sygedagpenge, er det jo, fordi
man er syg, og så hjælper det ikke noget at sætte ydelsen ned. Den";Charlotte Dyremose
318685;title_name;":
Tak til beskæftigelsesministeren.
Da der ikke er flere, der har bedt om ordet, er forhandlingen slut‐
tet.

Tirsdag den 19. maj 2015 (B 113)

Jeg foreslår, at lovforslaget henvises til Beskæftigelsesudvalget.
Hvis ingen gør indsigelse, betragter jeg det som vedtaget.
Det er vedtaget.

Det næste punkt på dagsordenen er:
27) 1. behandling af beslutningsforslag nr. B 113:
Forslag til folketingsbeslutning om ledsageordning for udvik‐
lingshæmmede.
Af Stine Brix (EL) m.fl.
(Fremsættelse 27.03.2015).";Lone Loklindt
319197;Time;Forhandling;Kl. 18:06
319245;title_name;":
Forhandlingen er åbnet. Ministeren for børn, ligestilling, integration
og sociale forhold er første taler.";Lone Loklindt
319363;Time;"Ministeren for børn, ligestilling, integration og sociale forhold
(Manu Sareen):
Tak for ordet, formand. Enhedslisten vil med B 113 pålægge rege‐
ringen, at den inden udgangen af 2015 skal fremsætte lovforslag om
ændring af servicelovens § 45 og § 97 om 15 timers ledsagelse pr.
måned for børn fra 12 år og voksne med betydelig og varig nedsat
fysisk og psykisk funktionsevne.
Ifølge beslutningsforslaget skal disse ordninger omfatte socialpæ‐
dagogisk bistand, hvad de ikke gør i dag. Målgruppen for beslut‐
ningsforslaget er udviklingshæmmede, personer med hjerneskade el‐
ler andre med betydelige kognitive vanskeligheder, der ikke kan fær‐
des alene, og som har brug for uddannet socialpædagogisk personale
til at ledsage sig.
Regeringen er fuldstændig enig med forslagsstillerne i, at udvik‐
lingshæmmede skal have mulighed for at være med i samfundet, og
at ophold på bosteder ikke må blive opbevaring og isolation af mål‐
gruppen. Vi er derfor enige i, at de personer, der har behov for ledsa‐
gelse, naturligvis skal tilbydes den. Derfor er det også sympatisk, at
Enhedslisten med beslutningsforslaget har fokus på målgruppens be‐
hov for ledsagelse. Det har regeringen også.
Men vi kan ikke støtte beslutningsforslaget og mener, at det skal
afvises, fordi kommunerne allerede kan tilbyde målgruppen pædago‐
gisk ledsagelse. Kommunerne kan allerede i dag tilbyde målgruppen
indsatser, der styrker deres muligheder for at leve et selvstændigt liv
med udviklingsmuligheder.
Det kan kommunen gøre via servicelovens tilbud om socialpæda‐
gogisk ledsagelse, tilbud om samvær, aktiviteter m.v. Socialpædago‐
gisk ledsagelse er derfor allerede i dag en kerneydelse, som kommu‐
nerne skal levere til de borgere, som har behov for det. Serviceloven
giver kommunerne fleksible muligheder for at tilrettelægge hjælpen,
så den svarer til den enkeltes behov. Det gælder også for den social‐
pædagogiske ledsagelse, som nævnt tidligere.
Enhedslisten mener, at 15 timers månedlig individuel ledsagelse
skal være en borgerret, der ikke afhænger af lokale serviceniveauer.
Jeg mener derimod, at det er hensigtsmæssigt, at serviceloven
tager højde for, at borgernes behov for ledsagelse ikke er de samme,
og at kommunerne har mulighed for at tilbyde både kollektiv og in‐
dividuel pædagogisk ledsagelse. Regeringens hovedargument imod
beslutningsforslaget er derfor, at socialpædagogisk ledsagelse er en
indsats, som kommunerne allerede skal yde til de borgere, som har
behov for det.

53

Personerne i målgruppen har forskellige behov. Og at fastsætte
regler om, at borgeren skal tilbydes 15 timers månedlig individuel
ledsagelse med socialpædagogisk bistand, ville omsat til praksis væ‐
re en stiv og ufleksibel måde at tilrettelægge indsatsen på. Det er da
bedre at overlade det til dem, der er tæt på borgeren, at bestemme,
hvordan man sikrer de konkrete mennesker udviklingsmuligheder og
en alsidig tilværelse.
Det kan f.eks. være et spørgsmål om, hvor mange timer den en‐
kelte borger har brug for til udflugter m.v. væk fra botilbuddet. I den
vurdering kan det indgå, hvor mange timer den enkelte bruger på be‐
handling, aktiviteter og samvær med andre på f.eks. sit botilbud. Det
kan også indgå, hvornår og hvordan der er brug for individuel ledsa‐
gelse, og hvornår og hvordan f.eks. udflugter i små grupper kan fun‐
gere allerbedst.
Dertil kommer, at jeg er bekymret for, at en indførelse af en ret
til 15 timers ledsagelse med socialpædagogisk støtte, som Enhedsli‐
sten foreslår, risikerer at medføre, at kommunerne reducerer den so‐
cialpædagogiske ledsagelse, som borgerne allerede får enten kollek‐
tivt eller individuelt efter reglerne om socialpædagogisk bistand.
Det kunne f.eks. være, at kommunerne beslutter, at de beboere i
et botilbud, som får socialpædagogisk ledsagelse til f.eks. biograftu‐
re eller 5 dages ferie i sommerhus, fremover må bruge Enhedslistens
ledsageordning. Der kan derfor med forslaget være borgere, som vil
opleve at få deres vilkår forringet.
Enhedslisten tager udgangspunkt i den eksisterende ledsageord‐
ning efter servicelovens § 97, som indebærer, at borgeren afholder
de følgeudgifter, der er forbundet med ledsagelsen, f.eks. til ledsage‐
rens befordring.
Hvis Enhedslistens forslag gennemføres, kommer borgeren til at
opleve øget brugerbetaling, hvis den socialpædagogiske ledsagelse
efter servicelovens § 85 om socialpædagogisk støtte erstattes med
Enhedslistens forslag om ledsagelse. Det vil jeg selvfølgelig gerne
forklare.
Når den socialpædagogiske ledsagelse tilbydes efter servicelo‐
vens § 85, må kommunerne ikke opkræve betaling for udgifter til
personalet, heller ikke for følgeudgifterne til f.eks. befordring. Når
ledsagelsen tilbydes efter servicelovens § 97, afholder borgeren led‐
sagerens følgeudgifter, men kan dog få dem dækket af kommunen
med et beløb på maksimalt 837 kr. årligt.";Kl. 18:06
324216;Time;"Om borgeren i det konkrete tilfælde vil opleve øget brugerbeta‐
ling som følge af Enhedslistens forslag vil naturligvis afhænge af,
om den pågældende vælger at bruge ordningen til ledsagelse sådan,
at de afledte følgeudgifter overstiger dette beløb. Det vil derfor være
dem, der har bedst råd, som med Enhedslistens forslag får de fleste
valgmuligheder blandt ordningens aktiviteter.
I bemærkningerne til beslutningsforslaget henvises til KL's spør‐
geskemaundersøgelse vedr. socialpædagogisk bistand til deltagelse i
aktiviteter, ferie og udflugter for borgere på kommunale bosteder
mv., som KL offentliggjorde i november 2014.
Det fremgår af KL's undersøgelse, at de fleste kommuner har
fastsat et serviceniveau, så de i forskelligt omfang tilbyder pædago‐
gisk ledsagelse i forbindelse med ferier og fritidsaktiviteter for be‐
boere på kommunale bosteder m.v. 12 kommuner svarede imidlertid,
at de i 2014 ikke havde fastlagt et serviceniveau for socialpædago‐
gisk bistand til ledsagelse til aktiviteter, udflugter og ferier.
Jeg var mildest talt bekymret over resultaterne i undersøgelsen,
for den skabte tvivl om, hvorvidt alle kommuner lever op til deres
forpligtelse til at tilbyde pædagogisk ledsagelse, så målgruppen har
mulighed for at komme ud af bostederne. Derfor sendte jeg i januar
måned i år et orienteringsbrev til alle kommuner, hvori jeg oplyste
om reglerne for pædagogisk ledsagelse for voksne med betydelig
nedsat fysisk eller psykisk funktionsevne og kommunernes forplig‐
telse på dette område.

54

Tirsdag den 19. maj 2015 (B 113)

KL har efterfølgende oplyst, at de har været i kontakt med de 12
kommuner, og samtlige 12 kommuner har meldt tilbage til KL, at al‐
le borgere kommer på ture. Det kan enten være heldagsture eller kor‐
tere ture på café, indkøb eller kortere ture i naturen, ligesom alle
kommuner har meddelt, at der er ledsagelse til aktiviteter.
Hertil kommer, at vi i forbindelse med satspuljen for 2015, som
Enhedslisten jo står uden for, har afsat 39,4 mio. kr. over 3 år til en
ansøgningspulje, som kommunerne kan søge til udvikling af, hvor‐
dan de tilbyder ledsagelse og aktiviteter for voksne.
Efter Enhedslistens beslutningsforslag skal kommunerne have
nye penge for at gennemføre deres forslag. Økonomien i beslut‐
ningsforslaget er underfinansieret, og det vil jeg selvfølgelig også
gerne begrunde.
Enhedslisten har anslået den potentielle målgruppe til at være ca.
5.000 personer. Den reelle målgruppe er væsentlig større end de ca.
5.000 personer, som Enhedslisten anslår. Alene på botilbud efter ser‐
vicelovens § 107 og § 108 bor der ca. 7.800 personer med psykisk
funktionsnedsættelse.
Herudover har Enhedslisten vurderet, at en tredjedel af udgifterne
kan dækkes ved, at nye ledsageordninger erstatter ledsagelse, som
allerede finder sted. Men omfanget i dag kendes ikke, og da beslut‐
ningsforslaget omfatter individuel ledsagelse, vil personaleforbruget
potentielt være væsentlig større, end det er efter de gældende regler.
Endelig vurderer Enhedslisten, at op til halvdelen af ledsagelsen
kan ydes af ufaglært personale, og den antagelse er noget tvivlsom.
For forslaget omfatter socialpædagogisk støtte i forbindelse med led‐
sagelse, og jeg mener, at Enhedslistens forslag er klart selvmodsi‐
gende på lige præcis det punkt.
Når Enhedslisten i økonomivurderingerne i bemærkningerne til
beslutningsforslaget lægger til grund, at opgaven kan varetages af
ufaglært personale, så hænger det på ingen måder sammen med, at
Enhedslisten andre steder i bemærkningerne til forslaget skriver, at
målgruppen har behov for særlig kvalificerede ledsagere og uddan‐
net personale til at følge beboerne. Den samlede udgift kan derfor
være væsentlig større end de 150-200 mio. kr., som Enhedslisten
lægger til grund.
Det vurderes endvidere, at Enhedslistens forslag om finansiering
af forslaget ved en nedsættelse på 5 pct. af de statslige udgifter til
konsulentydelser er uhensigtsmæssigt. Staten køber typisk konsulen‐
ter til ydelser, som ellers skulle løses med fastansat arbejdskraft, og
hvis der ikke hyres f.eks. it-konsulenter, vil staten fortsat have en ud‐
gift til lige præcis de opgaver også.
Afslutningsvis vil jeg minde om, at jeg selvfølgelig også tager
problemstillingen om målgruppens behov for ledsagelse meget al‐
vorligt og har taget en række initiativer for at holde kommunerne
fast på deres pligt til at løse opgaver på området. Og dernæst vil jeg
selvfølgelig også minde Enhedslisten om, at beslutningsforslaget kan
indebære forringelser for den enkelte, og at forslaget er underfinan‐
sieret.
På den baggrund kan regeringen ikke støtte beslutningsforslaget.";Kl. 18:11
328856;Time;;Kl. 18:16
328892;title_name;":
Så er der en kort bemærkning først fra fru Stine Brix.";Lone Loklindt
328958;Time;;Kl. 18:16
328975;name_party;":
Først tak til ministeren for en lang og grundig tale.
Jeg vil gerne vende tilbage til det principielle punkt, som ministe‐
ren også tager fat i her, nemlig at kommunerne i dag kan tilbyde led‐
sagelse, men vi ser også, at nogle kommuner rent faktisk ikke gør
det. Det er jo det, der er virkeligheden i dag, som følge af den måde,
som vi har skruet serviceloven sammen på: Kommunerne har princi‐
pielt en pligt, men der er ikke defineret nogen nedre grænse for,
hvad det er for en ledsagelse, man skal levere.

Så derfor ser vi en situation, hvor der i nogle kommuner opstår
det forhold, at for borgere, som har udviklingshæmning eller sen‐
hjerneskade eller et andet handicap, der gør, at de har brug for so‐
cialpædagogisk bistand for at kunne komme ud, så er der ikke nogen
til at bistå dem. Og der er det principielle spørgsmål: Vil vi overlade
den beslutning til kommunerne?
Jeg mener, at når det handler om, hvorvidt man som borger har
mulighed for at være en del af samfundet, altså om man kan deltage i
aktiviteter uden for det sted, hvor man bor, så er det så principielt, at
det bør beskrives i serviceloven, at man har et minimum af ret til det.
Og det kunne jeg egentlig godt tænke mig at ministeren forholdt sig
til.";Stine Brix
330215;Time;;Kl. 18:17
330251;title_name;":
Ministeren.";Lone Loklindt
330274;Time;"Ministeren for børn, ligestilling, integration og sociale forhold
(Manu Sareen):
Jamen vi er faktisk fuldstændig enige om, at personer, der har behov
for en ledsagelse, skal have ledsagelse, og det er kommunerne sådan
set også forpligtet til at sørge for.
Som jeg sagde, har KL jo selv været ude og undersøge sagen, og
der er 12 kommuner, som har meldt tilbage, at det i hvert fald er uk‐
lart, som fru Stine Brix også siger, om de giver ledsagelse.
Efter at jeg skrev til kommunerne, har KL spurgt de pågældende
kommuner, og de er også, som jeg sagde i min tale, vendt tilbage og
har sagt, at de tilbyder ledsagelse. Det synes jeg et
eller andet sted er udtryk for rettidig omhu, og det viser også, at
kommunerne selvfølgelig, lige som jeg gør, og lige som ordføreren
sådan set også gør, tager det her ganske alvorligt.";Kl. 18:17
331106;Time;;Kl. 18:18
331142;title_name;":
Fru Stine Brix for anden korte bemærkning.";Lone Loklindt
331196;Time;;Kl. 18:18
331213;name_party;":
Jeg må sige, at jeg ikke helt deler ministerens optimisme, for det, vi
hører dagligt, er, at det ikke er virkeligheden rundtomkring for no‐
gen af de borgere, vi taler om her. Det er muligt, at der måske en
gang om året er en tur ud af huset, men i dag har man jo ikke nogen
rettigheder, man som borger kan holde sig til, altså et minimum af
muligheder for at kunne deltage i aktiviteter. Det er uklart, hvad man
har af rettigheder, når man står i den her situation, og det er det for‐
hold, jeg beder ministeren forholde sig til.
Vi har jo tilsluttet os FN's handicapkonvention, som har som
klart grundlag, at borgere med handicap skal kunne deltage i sam‐
fundet på lige fod med os andre. Og der er det her punkt om mulig‐
heden for at kunne deltage i aktiviteter andre steder end dér, hvor
man bor, jo fuldstændig afgørende for, at man kan være en del af
samfundet.
Så jeg mener egentlig, at vi bør tage ansvaret på os her i Folketin‐
get og beskrive, hvor lavt man må gå i kommunerne, altså hvilke mi‐
nimumsrettigheder man kan forvente som borger med behov for so‐
cialpædagogisk bistand til at kunne komme ud i samfundet.";Stine Brix
332352;Time;;Kl. 18:19
332388;title_name;":
Ministeren.

Tirsdag den 19. maj 2015 (B 113)";Lone Loklindt
332447;Time;;Kl. 18:22
332458;Time;"Ministeren for børn, ligestilling, integration og sociale forhold
(Manu Sareen):
Jeg kan faktisk sagtens forstå fru Stine Brix' præmis. Jeg tror bare
ikke, at forslaget vil ændre på den præmis. Det er fuldstændig rigtigt,
at vi også skal leve op til konventionerne, men der står jo allerede, at
kommunerne skal leve op til deres forpligtigelser. Det ville jo ikke
blive ændret ved at indføre Enhedslistens forslag. Ud over at det er
underfinansieret, vil det jo stadig væk være en tillidssag, f.eks. om
man fik den rettighed med de 15 timer.
Men en anden præmis, som jeg også synes er vigtig at se på, er
jo, som jeg sagde, den fleksibilitet, der er i, at det er kommunerne,
der ved, hvor skoen trykker. Det er dem, som er eksperter, og det
skal selvfølgelig også tages med, når man ser på det her område.";Kl. 18:19
333275;Time;;Kl. 18:20
333311;title_name;":
Tak. Så er der en kort bemærkning fra fru Karina Adsbøl.";Lone Loklindt
333379;Time;55;Kl. 18:20
333419;title_name;":
Ministeren.";Lone Loklindt
333442;Time;"Ministeren for børn, ligestilling, integration og sociale forhold
(Manu Sareen):
Selvfølgelig skal kommunerne leve op til deres forpligtelser; det er
klart. Heldigvis er det også sådan, at man som borger altid kan klage
til Ankestyrelsen, som det selvfølgelig også er ordføreren bekendt.
Men det her handler jo om mere end det. Det handler om, at vi
har et kommunalt selvstyre. Det her handler om, at kommunerne har
forpligtelser. Det handler også om, at der er meget forskellige ni‐
veauer i de forskellige kommuner. Derfor er der også forskellige
muligheder for at tage sin sag op, hvis man er handicappet.
Jeg synes også bare, at der er en detalje, som ordføreren også ba‐
re glemmer, og det er, at det er et forslag, som er temmelig underfi‐
nansieret, og det er man selvfølgelig også nødt til at tage med i be‐
tragtning.";Kl. 18:22
334280;Time;;Kl. 18:23
334300;name_party;":
Ministeren siger, at kommunerne kan levere den her ydelse. Men jeg
hører også – ellers må ministeren rette mig – at ministeren siger, at
kommunerne ikke leverer ydelsen tilfredsstillende. Det må ministe‐
ren jo mene, siden ministeren vil følge op på det her og siger, at han
vil holde kommunerne fast på deres opgave.
Men anerkender ministeren ikke, at vi har udfordringer her på
området? Det ser vi hver sommer. Vi så det med Sølund Musik Fe‐
stival, og vi ser det i forhold til muligheden for at komme på ferie.
Så jeg kunne egentlig godt tænke mig at høre, hvad ministeren
helt konkret fremadrettet vil gøre for at sikre, at man også får den
hjælp, man har behov for.";Karina Adsbøl
334982;Time;;Kl. 18:21
